UBIGEO,DISTRITO,PROVINCIA,DEPARTAMENTO,NOMBRE LOCAL,INSTALACION DEPORTIVA,TIPO INSTALACION,TIPO AP,ESPACIOS DEPORTIVOS,DISCIPLINAS DEPORTIVAS,FUNCIONAMIENTO,PLANIFICADA PARA INTERVENCIÓN,COORDENADAS X,COORDENADAS Y,CRITERIO TECNICO,PROBLEMAS ESTRUCTURALES,RIESGO DE COLAPSO,NO CORRESPONDE A MANTENIMIENTO,ESPACIOS DEPORTIVOS INADECUADOS,REQUIIERE REEMPLAZO,EDIFICACION INADECUADA,MOTIVO,ESTADO CONSERVACIÓN BLOQUE,ESTADO SITUACIONAL,ESPACIOS COMPLEMENTARIOS,INSTALACIONES DEPORTIVAS,CONDICION DEL BIEN,ADM,NOMBRE PREDIO,TIPO DEL BIEN,USO GENERICO,USO ESPECIFICO,DIRECCION,AREA (M2),TIPO DOCUMENTO REGISTRAL,NÚMERO DOCUMENTO REGISTRAL,CONDICION SANEAMIENTO,TIPO  CARGAS,BASE,DIRECCION PREDIO,NOMBRE EDIFICACION,TIPO INFRAESTRUCTURA,AREA M2,PROPIETARIO,ADMINISTRACION,PARTIDA ELECTRONICA,SANEADO,CONVENIO,CLASIFICA PREDIO CONVENIO,ENTIDAD,ESTADO CONVENIO,TIPO PREDIO,DESCRIPCION,ESTADO PREDIO,FVEN ITSE,ESTADO ITSE,PROGRAMA LA ACADEMIA,BASE2,DIRECCION PREDIO2,NOMBRE EDIFICACION2,PRIORIZADA,TIPO,RESPONSABLE,ESPECIALIDAD,NRO APOYO,AREA,ITSE,FECHA LIMITE,PROGRAMA LA ACADEMIA2,ESPECTADORES,DEPORTES,ESTADO INFRAESTRUCTURA,MTTO,OBSERVACIONES,DIAGNOSTICO,AÑO,PROY.,CODIGO UNICO IDEA,SNIP
230101,TACNA,TACNA,TACNA,ESTADIO PAILLARDELI,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"2 CAMPOS MENORES MULTIDEPORTIVOS
(EXPLANADA DE ESTADIO)","FULBITO, VOLEIBOL, BASQUETBOL, HANDBALL",SI,,"-70,23581719","-18,00150363",NO,SI,NO,NO,NO,NO,NO,,INADECUADO,"CAMBIO DE PISO DE LOZAS DEPORTIVAS, SE ENCUENRTAN CON GRIETAS.","CAMBIO DE LUMINARIAS, INSTALACION DE TECHO PARA PROTECCION SOLAR, PINTADO GENERAL DE LOZAS DEPORTIVAS.",COMPETENCIAS DE JUEGOS DE JUEGOS ESCOLARES,CON ADMINISTRACION GRATUITA,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO PALLARDELI,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,AV. A.B. LEGUIA S/N,12084,PARTIDA ELECTRÓNICA,5003482,SI,AFECTACION EN USO,UCR,AV. A.B. LEGUIA S/N,ESTADIO PALLARDELI,ESTADIO,12084,ESTADO-IPD,IPD,5003482,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL  (SINTETICO)                                      ●02  LOSA DEPORTIVA   MULTI-USO,REGULAR,,SIN ITSE,NO,MNTO,AV. LEGUIA S/N,ESTADIO PALLARDELI,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
220601,JUANJUI,MARISCAL CÁCERES,SAN MARTIN,ESTADIO GRAN PAJATEN DE JUANJUI,Cargando...,ESTADIO DE FUTBOL,ESTADIO DE FUTBOL,CAMPO DEPORTIVO DE FUTBOL,FUTBOL,SI,,"-76,72649","-7,160152",,,,,,,,,,EL CAMPO DE FUTBOL SE ENCUENTRA EN MAL ESTADO,"EL CERCO PERIMETRICO ESTA EN REGULAR ESTADO, NO CUENTA CON TRIBUNAS",CAMPO DE FUTBOL NO REGLAMENTARIO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO GRAN PAJATEN JUANJUI,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,CALLE MICAELA BASTIDA S/N- BARRIO LA VICTORIA,22575,PARTIDA ELECTRÓNICA,5000481,SI,NO TIENE,UCR,CALLE MICAELA BASTIDA S/N- BARRIO LA VICTORIA,ESTADIO GRAN PAJATEN JUANJUI,ESTADIO,22575,IPD,IPD,5000481,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL,REGULAR,,SIN ITSE,NO,MNTO,JR. MARIA PARADO DE BELLIDO -BARRIO LA VICTORIA - JUANJUI,ESTADIO GRAN PAJATEN JUANJUI,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
030203,CHIARA,HUAMANGA,AYACUCHO,TERRENO PARA LOSA DEPORTIVA CHIARA,Cargando...,,NO DEFINIDO,NO DEFINIDO,,NO,,"-74,205533","-13,268958",,,,,,,,,,,,"NO TIENE CERCO PERIMETRICO, ES SOLO TERRENO",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA LOSA DEPORT. CHIARA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,Cargando...,864,PARTIDA ELECTRÓNICA,11037986,SI,NO TIENE,UCR,CHIARA,TERRENO PARA LOSA DEPORT. CHIARA,TERRENO,864,ESTADO-IPD,GORE AYACUCHO,11037986,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO,MNTO,,,,,,,,,,,,,,,,,,,,,
100101,HUANUCO,HUANUCO,HUANUCO,TERRENO PARA COMPLEJO DEPORTIVO MARGEN DERECHO RIO HIGUERAS,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,TERRENO CEDIDO PARA CONTINGENCIA DEL COLEGIO SANCHEZ GAVIDIA,CONTINGENCIA EDUCACIONAL,NO,SI,"-76,252287","-9,939617",SI,NO,NO,NO,NO,NO,NO,,INADECUADO,SOLO ES TERRENO,SE REQUIERE FORMULACION DE PROYECTO,CEDIDO PARA EL CONTINGENCIA DEL COLEGIO SANCHEZ GAVIDIA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COMPLEJO DEPORTIVO MARGEN DERECHO RIO HIGUERAS,PREDIO SIN CERCAR,AREA DEPORTIVA,COMPLEJO DEPORTIVO,MARGEN DERECHO DEL RIO HIGUERAS,"4246,51",PARTIDA ELECTRÓNICA,11035358,SI,NO TIENE,UCR,MARGEN DERECHO DEL RIO HIGUERAS,COMPLEJO DEPORTIVO MARGEN DERECHO RIO HIGUERAS,COMPLEJO DEPORTIVO,"4246,51",IPD,GORE HUANUCO,11035358,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
030220,JOSE MARIA ARGUEDAS,ANDAHUAYLAS,APURIMAC,TERRENO DE SACCLAYA,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO ESPECIFICADO,TERRENO LIBRE,PARA DIVERSOS USO DE ACTIVIDADES DE LA POBLACION,NO,NO,,,NO,NO,NO,SI,SI,NO,NO,,INADECUADO,TERRENO LIBRE,"TERRENO LIBRE NO CUENTA CON ESPACIOS COMO TRIBUNAS, SSHH, CERCOS PERIMETRICOS",SE HA CONSTRUIDO EN UNA PARTE DE PREDIO UNA INSTITUCION EDUCATIVA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO SACCLAYA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CENTRO POBLADO SACCLAYA,1200,PARTIDA ELECTRÓNICA,40001720,SI,NO TIENE,UCR,CENTRO POBLADO SACCLAYA,TERRENO SACCLAYA,TERRENO,1200,IPD,IPD,40001720,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
080108,WANCHAQ,CUSCO,CUSCO,TERRENO ANEXO AL ESTADIO GARCILAZO DE LA VEGA,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,NO DEFINIDO,NINGUNO,NO,SI,"-71,966363","-13,524142",SI,SI,SI,SI,SI,SI,NO,,INADECUADO,"EN MARZO 2025, EL PODER JUDICIAL DICTAMINO A FAVOR DEL IPD, LA DEVOLUCION DEL INMUBLE QUE LO TENICA LA MUNIC. DIST. WANCHAQ","NO CUENTA CON INSTALACION DE AGUA, DESAGUE, Y REQUIERE LA CONSTRUCCION DE UN CERCO PARA HABILITAR UN ESPACIO POLIDEPORTIVO DE USO MULTIPLE",TIENE CERCO PERIMETRICO EN ESTADO PRECARIO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO ANEXO AL EST. GARCILAZO DE LA VEGA,PREDIO CERCADO,AREA DEPORTIVA,TERRENO,Cargando...,"412,14",PARTIDA ELECTRÓNICA,2003962,SI,NO TIENE,UCR,AV. MANCO CAPAC LT.N°2,TERRENO ANEXO AL EST. GARCILAZO DE LA VEGA,TERRENO,"412,14",IPD,IPD,2003962,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
021801,CHIMBOTE,SANTA,ANCASH,TERRENO PARA MINI COMPLEJO DEPORTIVO DE GRAN CHAVIN,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO TIENE,,NO,,"-78,556089","-9,103864",NO,SI,NO,NO,SI,NO,NO,,INADECUADO,TERRENO A MEDIO CONTRUIR UN COLISEO,TERRENO A MEDIO CONTRUIR UN COLISEO,"TERRENO ABIERTO, SIN CERCO PERIMETRICO. EN PROCESO DE INVASION",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA MINI COMPL. DEPORT. DE GRAN CHAVIN,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"AV. VICTOR RAUL HAYA DE LA TORRE, PARQUE GRAN CHAVIN, LOTE N°1B MZ C","60000,15",PARTIDA ELECTRÓNICA,2002267,SI,NO TIENE,UCR,LOTE N°1 MZ C PARQUE GRAN CHAVIN,TERRENO PARA MINI COMPL. DEPORT. DE GRAN CHAVIN,TERRENO,"60000,15",IPD,IPD,2002267,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO,MNTO,,,,,,,,,,,,,,,,,,,,,
180301,ILO,ILO,MOQUEGUA,TERRENO PARA COLISEO CERRADO ILO - PETROPERU/MARIANO LINO URQUIETA,Cargando...,OTROS,NO DEFINIDO,NO DEFINIDO,NO DEFINIDO,NO,SI,"-71,33983113","-17,63352351",,,,,,,,,,,,"ES UN TERRENO - COSTADO DE PETROPERU Y EN LA AV. MARIANO LINO URQUIETA. SIN CERCO PERIMETRICO. CON PELIGRO DE POSESION POR AMBULANTES, PERSONAS AJENAS.",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA C.C. ILO - PETROPERU/MARIANO LINO URQUIETA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,AV. MARIANO LINO URRIETA S/N,10000,PARTIDA ELECTRÓNICA,5002837,SI,NO TIENE,UCR,AV. MARIANO LINO URRIETA S/N,TERRENO PARA C.C. ILO - PETROPERU/MARIANO LINO URQUIETA,TERRENO,10000,IPD,IPD,5002837,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO APLICA,MNTO,,,,,,,,,,,,,,,,,,,,,
230101,TACNA,TACNA,TACNA,COLISEO CERRADO PERU,Cargando...,COLISEO,COLISEO,CAMPO MENOR MULTIDEPORTIVO (01),"VOLEIBOL, FULBITO, KARATE, TAEKWONDO, JUDO, TENIS DE MESA",SI,,"-70,25435741","-18,00561373",SI,SI,SI,NO,SI,SI,SI,DICHO ESCENARTIENE UNA ANTIGUEDAD DE MAS DE 60 AÑOS. Y SOLO SE HA REALIZADO TRABAJOS DE MANTENIMIENTO.,INADECUADO,"EL PISO DE CAMPO SE ENCUENTRA TOTALMENTE DETERIORADO, SE REQUIERE CAMBIO DE LUMINARIAS QUE SON DEL ANO 82, ASI COMO AMPLIACION DE LOS SSHH, SON INSUFICIENTES, LAS INSTALACIONES SANITARIAS Y ELECTRICAS VIENEN COLAPSANDO.","FUE REMODELADO EN EL ANO 2008, SE NECESITA CAMBIO TOTAL DE LAS INSTALACIONES SANITARIAS Y ELECTRICAS, YA QUE SE VIENEN PRESENTANDO FUGAS, LAS LUMINARIAS SON ANTIGUAS (1982) GENERANDO GASTO MAYOR DE ENERGIA ELECTRICA. SE HAN PRESENTADO ROTURAS DE CANERIAS HABIENDO FILTRACIONES DE AGUA. SE NECESITA PINTADO GENERAL, CAMBIO DE CANALETAS Y MANTENIMIENTO DEL TECHO.",COMPETENCIAS DE DEPORTES DE CONTACTO Y TENIS DE MESA SE DESARROLLAN EN EL CAMPO MENOR MULTIDEPORTIVO. PISO EN MALAS CONDICIONES,PROPIO / CON ADMINISTRACION GRATUITA,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO PERU,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,"CALLE ARIAS ARANGUEZ Y CALLE ENRIQUE QUIJANO S/N LOTE A, FRENTE ESTADIO DE TACNA","4672,1",PARTIDA ELECTRÓNICA,11031485,SI,NO TIENE,UCR,"CALLE ARIAS ARANGUEZ, ENRIQUE QUIJANO E HIPOLINO UNANUE S/N, LOTE B, FRENTE ESTADIO DE TACNA",COLISEO CERRADO PERU Y TERRENOS ALEDAÑOS (PARTE) (*),COLISEO,"2567,33",ESTADO-IPD,IPD,5003480,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CANCHA DE PISO PLASTICO,REGULAR,,SIN ITSE,NO,MNTO,,,,,,,,,,,,,,,,,,,,,
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,COLISEO CHEN CHEN,INSTALACION DEPORTIVA DE COMPETENCIA,COLISEO,NO ESPECIFICADO,CAMPO MULTIUSOS,"VOLEY, BASQUETBOL, FUTSAL",SI,,,,NO,NO,NO,NO,NO,NO,SI,NO TIENE CITSE,INADECUADO,ADECUADOS,ADECUADOS,ESTA PENDIENTE DE TRANSFERENCIA DEL GOBIERNO REGIONAL DE MOQUEGUA AL IPD,NO ESPECIFICADO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO CHEN CHEN,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,"SECTOR A-5, CHEN CHEN","4304,07",PARTIDA ELECTRÓNICA,11003851,NO,NO ESPECIFICADO,,,,,,,,,,,,,,,,,,,,MNTO,,,,,,,,,,,,,,,,,,,,,
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,MINI COMPLEJO DEPORTIVO GATO CUELLAR,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,NO ESPECIFICADO,FULBITO,FULBITO,SI,,,,NO,NO,NO,NO,NO,NO,SI,NO TIENE CITSE,INADECUADO,ADECUADOS,ADECUADOS,ESTA PENDIENTE DE TRANSFERENCIA DEL GOBIERNO REGIONAL DE MOQUEGUA AL IPD,NO ESPECIFICADO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,MINI COMPLEJO DEPORTIVO MARISCAL NIETO - GATO CUELLAR,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,MINICOMPLEJO,"AV. CIRCUNVALACION LOTE 1B, SUB LOTE 8 FUNDO EL GRAMADAL","2530,08",PARTIDA ELECTRÓNICA,11024680,NO,NO ESPECIFICADO,,,,,,,,,,,,,,,,,,,,MNTO,,,,,,,,,,,,,,,,,,,,,
010203,COPALLIN,BAGUA,AMAZONAS,TERRENO PARA COMPLEJO DEPORTIVO COPALLIN,Cargando...,,NO DEFINIDO,NO TIENE,,NO,NO,"-78,42277559","-5,671676075",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,,,SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA C.D. COPALLIN,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"JR. ALFONSO UGARTE S/N, C.C. COPALLIN","11935,5",PARTIDA ELECTRÓNICA,2016450,SI,NO TIENE,UCR,"C.C. COPALLIN, JR. ALFONSO UGARTE",TERRENO PARA C.D. COPALLIN,TERRENO,"11935,5",IPD-COPALLIN,IPD,2016450,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
010702,CAJARURO,UTCUBAMBA,AMAZONAS,TERRENO PARA COMPLEJO DEPORTIVO CAJARURO,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO TIENE,,NO,NO,"-78,422646","-5,734828",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,,,SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA C.D. CAJARURO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"JR. COPALLIN S/N CON JR. SAN MIGUEL, SECTOR CAJARURO","25296,4",PARTIDA ELECTRÓNICA,11010662,SI,NO TIENE,UCR,JR. COPALLIN S/N,TERRENO PARA C.D. CAJARURO,TERRENO,"25296,4",IPD,IPD,11010662,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
010705,JAMALCA,UTCUBAMBA,AMAZONAS,TERRENO PARA COMPLEJO DEPORTIVO JAMALCA,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO TIENE,,NO,NO,"-78,2340847","-5,895208333",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,,,SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA C.D. JAMALCA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"AV. MIGUEL GRAU Y JR. PROGRESO, SECTOR PUEBLO NUEVO",3900,PARTIDA ELECTRONICA,11010678,SI,NO TIENE,UCR,AV. MIGUEL GRAU Y JR. PROGRESO,TERRENO PARA C.D. JAMALCA,TERRENO,3900,ESTADO-IPD,IPD,11010678,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
020606,MARCARA,CARHUAZ,ANCASH,TERRENO PARA COMPLEJO DEPORTIVO MARCARA,Cargando...,,NO DEFINIDO,NO TIENE,,NO,,"-77,602976","-9,326292",NO,SI,SI,SI,SI,NO,NO,,INADECUADO,CAMPO DEPORTIVO SIN USO SIN GRAS SIN MANTENIMIENTO,CAMPO CON CERCO PERIMETRICO AL 50%,"50% CERCO PERIMETRICO, 50% ABIERTO",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA C.D. MARCARA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,JR. THOMAS RAMIREZ S/N,32325,PARTIDA ELECTRÓNICA,11063600,SI,NO TIENE,UCR,JR. THOMAS RAMIREZ S/N-SECTOR PISCIGRANJA,TERRENO PARA C.D. MARCARA,TERRENO,32325,IPD,IPD,11063600,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO,MNTO,,,,,,,,,,,,,,,,,,,,,
021001,HUARI,HUARI,ANCASH,TERRENO PARA COMPLEJO DEPORTIVO ACOPALCA,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO TIENE,,NO,,"-77,18293","-9,329582",NO,SI,NO,NO,SI,NO,NO,,INADECUADO,TERRENO ERIAZO,TERRENO ERIAZO,"TERRENO ABIERTO, SIN CERCO PERIMETRICO. PROCESO DE TRANSFERENCIA A LA MUNICIPALIDAD PROVINCIAL DE HUARI",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA C.D. ACOPALCA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,SECTOR C.C. SAN BARTOLOME DE ACOPALCA,10000,PARTIDA ELECTRÓNICA,2008472,SI,NO TIENE,UCR,SECTOR C.C. SAN BARTOLOME DE ACOPALCA,TERRENO PARA C.D. ACOPALCA,TERRENO,10000,IPD,IPD,2008472,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO,MNTO,,,,,,,,,,,,,,,,,,,,,
030101,ABANCAY,ABANCAY,APURIMAC,ESTADIO CONDEBAMBA,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,ESTADIO,"EXISTE UNA CANCHA DE FUTBOL, TIENE PISTA ATLETICA, SSHH, GRADERIAS, LOCALES PARA OFICINAS.",FUTBOL,SI,NO,"-73,67916574","-13,52896823",SI,SI,NO,SI,SI,SI,NO,,INADECUADO,DETERIORADAS A CARGO DEL GORE APURIMAC,REGULAR  ESTADO,TRANSFERIDO AL GOBIERNO REGIONAL DE APURIMAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNTO,,,,,,,,,,,,,,,,,,,,,
030101,ABANCAY,ABANCAY,APURIMAC,COMPLEJO DEPORTIVO EL OLIVO,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,NO DEFINIDO,"CUENTA CON ESPACIOS DEPORTIVOS CANCHA DE FUTBOL, CANCHAS PARA VOLEY, BASQUET, TENIS DE CAMPO, CUENTA CON UNA PISCINA TEMPERADA, MINI COLISEO, SSHH, AMBIENTES PARA OFICINAS.","FUTBOL, BASQUET, TENIS DE CAMPO, VOLEY Y OTROS",SI,NO,"-72,832176","-13,532605",SI,SI,NO,SI,SI,SI,NO,,INADECUADO,REGULAR A CARGO DEL GORE APURIMAC,REGULAR  ESTADO,TRANSFERIDO AL GOBIERNO REGIONAL DE APURIMAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNTO,,,,,,,,,,,,,,,,,,,,,
040117,SACHACA,AREQUIPA,AREQUIPA,TERRENO DE SACHACA,Cargando...,OTROS,NO DEFINIDO,NINGUNO,NINGUNO,NO,NO,"-71,556079","-16,40873",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,NO SE ENCUENTRA EN ADMINISTRACION DEL CRD,NO SE ENCUENTRA EN ADMINISTRACION DEL CRD,TERRENO SIN CERCO PERIMETRICO.,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO LOSA DEPOR. DE SACHACA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CALLE FERNANDINI S/N,"271,76",PARTIDA ELECTRÓNICA,1140359,SI,NO TIENE,UCR,CALLE FERNANDINI S/N,TERRENO LOSA DEPOR. DE SACHACA,TERRENO,"271,76",IPD,ASOCIACIÓN DE ATLETAS SENIORS DE AREQUIPA (TRANSFERIDO MEDIANTE ESCRITURA PÚBLICA),1140359,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
090118,ASCENSION,HUANCAVELICA,HUANCAVELICA,ESTADIO HUANCAVELICA,INSTALACION DEPORTIVA DE COMPETENCIA,ESTADIO DE FUTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FUTBOL (01), PISTA DE ATLETISMO (01)","FUTBOL, ATLETISMO",SI,,,,NO,SI,,SI,SI,SI,,,INADECUADO,,,POR DEFINIR TRANSFERENCIA DEL GOBIERNO REGIONAL DE HUANCAVELICA AL IPD. EJECUCION 2019. CONOCIDO COMO ESTADIO VILLA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNTO,,,,,,,,,,,,,,,,,,,,,
090118,ASCENSION,HUANCAVELICA,HUANCAVELICA,ESTADIO HUANCAVELICA,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"3 CAMPOS MENORES DE FULBITO, CAMPO MENOR DE BASQUETBOL, 2 CAMPOS MENORES DE VOLEIBOL (EXPLANADA DE ESTADIO) 

SALA DEPORTIVA DE GIMNASIO (SALAS FEDERATIVAS- ESTADIO)","FULBITO, VOLEIBOL, BASQUETBOL

GIMNASIO",SI,,,,NO,SI,,SI,SI,SI,,,INADECUADO,,,SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNTO,,,,,,,,,,,,,,,,,,,,,
090102,ACOBAMBILLA,HUANCAVELICA,HUANCAVELICA,TERRENO PARA COMPLEJO DEPORTIVO SAN JOSE DE ACOBAMBILLA,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,NO,"-75,223044","-12,623398",,,,,,,,,,,,SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA C.D. SAN JOSE DE ACOBAMBILLA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,C.P.M. DE VINAS,3600,PARTIDA ELECTRÓNICA,2002671,SI,NO TIENE,UCR,C.P.M. DE VINAS,TERRENO PARA C.D. SAN JOSÉ DE ACOBAMBILLA,TERRENO,3600,IPD,IPD,2002671,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO APLICA,MNTO,,,,,,,,,,,,,,,,,,,,,
