UBIGEO,DISTRITO,PROVINCIA,DEPARTAMENTO,NOMBRE LOCAL,INSTALACION DEPORTIVA,TIPO INSTALACION,TIPO AP,ESPACIOS DEPORTIVOS,DISCIPLINAS DEPORTIVAS,FUNCIONAMIENTO,PLANIFICADA PARA INTERVENCIÓN,COORDENADAS X,COORDENADAS Y,CRITERIO TECNICO,PROBLEMAS ESTRUCTURALES,RIESGO DE COLAPSO,NO CORRESPONDE A MANTENIMIENTO,ESPACIOS DEPORTIVOS INADECUADOS,REQUIIERE REEMPLAZO,EDIFICACION INADECUADA,MOTIVO,ESTADO CONSERVACIÓN BLOQUE,ESTADO SITUACIONAL,ESPACIOS COMPLEMENTARIOS,INSTALACIONES DEPORTIVAS,CONDICION DEL BIEN,ADM,NOMBRE PREDIO,TIPO DEL BIEN,USO GENERICO,USO ESPECIFICO,DIRECCION,AREA (M2),TIPO DOCUMENTO REGISTRAL,NÚMERO DOCUMENTO REGISTRAL,CONDICION SANEAMIENTO,TIPO  CARGAS,BASE,DIRECCION PREDIO,NOMBRE EDIFICACION,TIPO INFRAESTRUCTURA,AREA M2,PROPIETARIO,ADMINISTRACION,PARTIDA ELECTRONICA,SANEADO,CONVENIO,CLASIFICA PREDIO CONVENIO,ENTIDAD,ESTADO CONVENIO,TIPO PREDIO,DESCRIPCION,ESTADO PREDIO,FVEN ITSE,ESTADO ITSE,PROGRAMA LA ACADEMIA,BASE2,DIRECCION PREDIO2,NOMBRE EDIFICACION2,PRIORIZADA,TIPO,RESPONSABLE,ESPECIALIDAD,NRO APOYO,AREA,ITSE,FECHA LIMITE,PROGRAMA LA ACADEMIA2,ESPECTADORES,DEPORTES,ESTADO INFRAESTRUCTURA,MTTO,OBSERVACIONES,DIAGNOSTICO,AÑO,PROY.,CODIGO UNICO IDEA,SNIP
240102,CORRALES,TUMBES,TUMBES,ESTADIO IPD CORRALES,Cargando...,ESTADIO DE FUTBOL,ESTADIO DE FUTBOL,CAMPO DEPORTIVO DE FUTBOL,FUTBOL,SI,NO,"-80,490222","-3,60393",NO,SI,SI,SI,SI,SI,,,INADECUADO,CAMPO DEPORTIVO,MAL ESTADO,NO TIENE ESPACIOS LIBRES PARA PISTA ATLETICA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO IPD CORRALES,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,LOMA DEL VIENTO,"16415,98",PARTIDA ELECTRÓNICA,11009391,SI,NO TIENE,UCR,LOMA DEL VIENTO,ESTADIO IPD CORRALES,ESTADIO,"16415,98",IPD,IPD,11009391,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL  (TIERRA),REGULAR,2027-01-31,ITSE VIGENTE,NO,MNTO,LOMA DEL VIENTO - CORRALES,ESTADIO IPD CORRALES,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
240101,TUMBES,TUMBES,TUMBES,ESTADIO MARISCAL CACERES,INSTALACION DEPORTIVA DE COMPETENCIA,ESTADIO DE FUTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FUTBOL (01), PISTA DE ATLETISMO (01)","FUTBOL, ATLETISMO",SI,NO,"-80,44175315","-3,557125006",NO,SI,SI,SI,SI,SI,,,INADECUADO,CAMPO DEPORTIVO,MAL ESTADO,TIENE ESPACIO PARA LA CONSTRUCCION DE PISTA ATLETICA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MARISCAL CACERES,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,PANAMERICANA NORTE KM 1322 AH LOS FICUS,"37052,88",PARTIDA ELECTRÓNICA,11008025,SI,NO TIENE,UCR,PANAMERICANA NORTE KM 1322 AH LOS FICUS,ESTADIO MARISCAL CÁCERES,ESTADIO,"37052,88",IPD,IPD,11008025,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL                                                 ●PISTA ATLETICA,REGULAR,2026-09-27,ITSE VIGENTE,SI,MNTO,AV. PANAMERICANA NORTE KM 1322. AA.HH. LOS FICUS,ESTADIO MARISCAL CACERES,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
240101,TUMBES,TUMBES,TUMBES,ESTADIO MARISCAL CACERES,INSTALACION DEPORTIVA Y/O RECREATIVA,PISCINA,PISCINA,PISCINA OLIMPICA,NATACION,NO,SI,"-80,44175315","-3,557125006",NO,SI,SI,SI,SI,SI,,,INADECUADO,PISCINA OLIMPICA,MAL ESTADO,EL GOBIERNO REGIONAL EJECUTO EL COMPLEJO DEPORTIVO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MARISCAL CACERES,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,PANAMERICANA NORTE KM 1322 AH LOS FICUS,"37052,88",PARTIDA ELECTRÓNICA,11008025,SI,NO TIENE,UCR,PANAMERICANA NORTE KM 1322 AH LOS FICUS,ESTADIO MARISCAL CÁCERES,ESTADIO,"37052,88",IPD,IPD,11008025,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL                                                 ●PISTA ATLETICA,REGULAR,2026-09-27,ITSE VIGENTE,SI,MNTO,AV. PANAMERICANA NORTE KM 1322. AA.HH. LOS FICUS,ESTADIO MARISCAL CACERES,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
240101,TUMBES,TUMBES,TUMBES,ESTADIO MARISCAL CACERES,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"CAMPO MENOR MULTIDEPORTIVO, 2 CAMPOS MENORES DE PALETA FRONTON (EXPLANADAS)

SALA DE PRACTICA DEPORTIVA DE BOX (SALAS FEDERATIVAS)","FULBITO, VOLEIBOL, BASQUETBOL, PALETA FRONTON

BOX",SI,NO,"-80,44175315","-3,557125006",NO,SI,SI,SI,NO,SI,,,INADECUADO,LOSAS DEPORTIVAS,REGULAR ESTADO,EJECUTADO POR EL GOBIERNO REGIONAL,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MARISCAL CACERES,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,PANAMERICANA NORTE KM 1322 AH LOS FICUS,"37052,88",PARTIDA ELECTRÓNICA,11008025,SI,NO TIENE,UCR,PANAMERICANA NORTE KM 1322 AH LOS FICUS,ESTADIO MARISCAL CÁCERES,ESTADIO,"37052,88",IPD,IPD,11008025,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL                                                 ●PISTA ATLETICA,REGULAR,2026-09-27,ITSE VIGENTE,SI,MNTO,AV. PANAMERICANA NORTE KM 1322. AA.HH. LOS FICUS,ESTADIO MARISCAL CACERES,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
240301,ZARUMILLA,ZARUMILLA,TUMBES,ESTADIO 24 DE JULIO,Cargando...,ESTADIO DE FUTBOL,ESTADIO DE FUTBOL,CAMPO DEPORTIVO DE FUTBOL,FUTBOL,SI,NO,"-80,27566212","-3,505608339",NO,SI,SI,SI,SI,SI,SI,"EL CUARTO DE MÁQUINAS DE LA PISCINA OLIMPICA EDUARDO ARRIETA ORJEDA, TAMBIEN SE ENCUENTRA EN MAL ESTADO.",INADECUADO,CAMPO DEPORTIVO,MAL ESTADO,SE NECESITA QUE SE INTERVENGA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO 24 DE JULIO,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,AV. INDEPENDENCIA ESQ. C/ TUPAC AMARU,"22299,5",PARTIDA ELECTRÓNICA,P15129295,SI,NO TIENE,UCR,AV. INDEPENDENCIA ESQ. C/ TUPAC AMARU,ESTADIO 24 DE JULIO,ESTADIO,"22299,5",IPD,IPD,P15129295,SI,CONVENIO 037-2011,CONVENIO ADM POR IPD,MUNICIPALIDAD PROVINCIAL DE ZARUMILLA,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL CON GRASS NATURAL,REGULAR,2027-02-21,ITSE VIGENTE,NO,MNTO,AV. INDEPENDENCIA ESQ. CON TUPAC AMARU - ZARUMILLA,ESTADIO 24 DE JULIO,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
250101,CALLARIA,CORONEL PORTILLO,UCAYALI,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,INSTALACION DEPORTIVA DE COMPETENCIA,ESTADIO DE FUTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FUTBOL (01), PISTA DE ATLETISMO (01)","FUTBOL, ATLETISMO",SI,SI,"-74,53966693","-8,385974267",SI,SI,SI,SI,SI,SI,SI,"CONSTRUCCIÓN ANTIGUA, FALTA DE MANTENIMIENTO.",INADECUADO,PISTA INADECUADA Y NO CUMPLE CON MEDIDAS OFICIALES PARA COMPETENCIAS,"FALTA DE MANTENIMIENTO, GRADERIAS DETERIORADAS, SERVICIOS HIGUIENICOS EN MAL ESTADO E INOPERATIVOS.",PISTA DE ATLETISMO DE 300 METROS.NO CUMPLE MEDIDAS REGLAMENTARIAS,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,CALLE FITZCARRAMO S/N,33656,PARTIDA ELECTRÓNICA,2461,SI,NO TIENE,UCR,CALLE FITZCARRAMO S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,ESTADIO,33656,IPD,GORE UCAYALI,2461,SI,CONVENIO N°25-2017-IPD GORE UCAYALI,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE UCAYALI,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL (SINTETICO)                                   ● LOSA DEPORTIVA                                     ● CANCHA DE FRONTON                                                                                               ● CANCHA DE TENIS DE CAMPO           ● PISTA ATLETICA  ● AMBIENTE PARA KARATE                                ● AMBIENTE PARA KUNG FU                                   ● AMBIENTE PARA TAEKWONDO                                                                                               ● AMBIENTE PARA LEVANTAMIENTO DE PESAS                                                                                                       ● AMBIENTE PARA BOXEO                                      ● LOSA MULTIUSO,REGULAR,,SIN ITSE,NO,MNTO,JR. FITZCARRAL S/N,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
250101,CALLARIA,CORONEL PORTILLO,UCAYALI,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"CAMPO MENOR MULTIDEPORTIVO, CAMPO MENOR DE PALETA FRONTON, CAMPO MENOR DE TENIS DE CAMPO (EXPLANADA)","FULBITO, BASQUETBOL, VOLEIBOL, PALETA FRONTON, TENIS DE CAMPO",SI,SI,"-74,53966693","-8,385974267",SI,SI,SI,SI,SI,SI,SI,"CONSTRUCCIÓN ANTIGUA, FALTA DE MANTENIMIENTO.",INADECUADO,FALTA DE MANTENIMIENTO,"FALTA DE MANTENIMIENTO, GRADERIAS DETERIORADAS, SERVICIOS HIGUIENICOS EN MAL ESTADO E INOPERATIVOS.",1 CAMPO MENOR MULTIDEPORTIVO SIN TECHAR,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,CALLE FITZCARRAMO S/N,33656,PARTIDA ELECTRÓNICA,2461,SI,NO TIENE,UCR,CALLE FITZCARRAMO S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,ESTADIO,33656,IPD,GORE UCAYALI,2461,SI,CONVENIO N°25-2017-IPD GORE UCAYALI,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE UCAYALI,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL (SINTETICO)                                   ● LOSA DEPORTIVA                                     ● CANCHA DE FRONTON                                                                                               ● CANCHA DE TENIS DE CAMPO           ● PISTA ATLETICA  ● AMBIENTE PARA KARATE                                ● AMBIENTE PARA KUNG FU                                   ● AMBIENTE PARA TAEKWONDO                                                                                               ● AMBIENTE PARA LEVANTAMIENTO DE PESAS                                                                                                       ● AMBIENTE PARA BOXEO                                      ● LOSA MULTIUSO,REGULAR,,SIN ITSE,NO,MNTO,JR. FITZCARRAL S/N,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
250101,CALLARIA,CORONEL PORTILLO,UCAYALI,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,INSTALACION DEPORTIVA DE COMPETENCIA,COLISEO,COLISEO,CAMPO MENOR MULTIDEPORTIVO,"VOLEIBOL , BASQUETBOL , FULBITO",SI,SI,"-74,53966693","-8,385974267",SI,SI,SI,SI,SI,SI,SI,"CONSTRUCCIÓN ANTIGUA, FALTA DE MANTENIMIENTO.",INADECUADO,FALTA DE MANTENIMIENTO,"FALTA DE MANTENIMIENTO, GRADERIAS DETERIORADAS, SERVICIOS HIGUIENICOS EN MAL ESTADO E INOPERATIVOS.","NO TIENEN ILUMINACION, REQUIEREN DE INTERVENCION.",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,CALLE FITZCARRAMO S/N,33656,PARTIDA ELECTRÓNICA,2461,SI,NO TIENE,UCR,CALLE FITZCARRAMO S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,ESTADIO,33656,IPD,GORE UCAYALI,2461,SI,CONVENIO N°25-2017-IPD GORE UCAYALI,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE UCAYALI,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL (SINTETICO)                                   ● LOSA DEPORTIVA                                     ● CANCHA DE FRONTON                                                                                               ● CANCHA DE TENIS DE CAMPO           ● PISTA ATLETICA  ● AMBIENTE PARA KARATE                                ● AMBIENTE PARA KUNG FU                                   ● AMBIENTE PARA TAEKWONDO                                                                                               ● AMBIENTE PARA LEVANTAMIENTO DE PESAS                                                                                                       ● AMBIENTE PARA BOXEO                                      ● LOSA MULTIUSO,REGULAR,,SIN ITSE,NO,MNTO,JR. FITZCARRAL S/N,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
250101,CALLARIA,CORONEL PORTILLO,UCAYALI,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"SALAS DE PRACTICA DEPORTIVA DE KARATE, KUNG FU, TAEKWONDO, LEVANTAMIENTO DE PESAS, BOXEO","KARATE, KUNG FU, TAEKWONDO, LEVANTAMIENTO DE PESAS, BOXEO",SI,SI,"-74,53966693","-8,385974267",SI,SI,SI,SI,SI,SI,SI,"CONSTRUCCIÓN ANTIGUA, FALTA DE MANTENIMIENTO.",INADECUADO,FALTA DE MANTENIMIENTO,"FALTA DE MANTENIMIENTO, GRADERIAS DETERIORADAS, SERVICIOS HIGUIENICOS EN MAL ESTADO E INOPERATIVOS.",COMPETENCIAS FEDERATIVAS. CAMPEONATOS NACIONALES,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,CALLE FITZCARRAMO S/N,33656,PARTIDA ELECTRÓNICA,2461,SI,NO TIENE,UCR,CALLE FITZCARRAMO S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,ESTADIO,33656,IPD,GORE UCAYALI,2461,SI,CONVENIO N°25-2017-IPD GORE UCAYALI,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE UCAYALI,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL (SINTETICO)                                   ● LOSA DEPORTIVA                                     ● CANCHA DE FRONTON                                                                                               ● CANCHA DE TENIS DE CAMPO           ● PISTA ATLETICA  ● AMBIENTE PARA KARATE                                ● AMBIENTE PARA KUNG FU                                   ● AMBIENTE PARA TAEKWONDO                                                                                               ● AMBIENTE PARA LEVANTAMIENTO DE PESAS                                                                                                       ● AMBIENTE PARA BOXEO                                      ● LOSA MULTIUSO,REGULAR,,SIN ITSE,NO,MNTO,JR. FITZCARRAL S/N,ESTADIO ALIARDO SORIA PEREZ DE PUCALLPA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
000000,,,ICA,TERRENO PARA COMPLEJO DEPORTIVO LOTE Nº1,Cargando...,,NO DEFINIDO,NO DEFINIDO,,NO,,"-75,761402","-14,019018",,,,,,,,,,,,NO ES TERRENO DEL IPD. NO CONSIDERAR COMO UNIDAD PRODUCTORA.,,,,,,,,,,,,,UCR,"AV. 28 DE JULIO 1ERA CUADRA S/N, PARTE NORTE- ENTRADA PRINCIPAL SUBTANJALLA",TERRENO PARA COMPLEJO DEPORTIVO LOTE Nº1,TERRENO,"562,14",IPD,IPD,11020500,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
151005,AZANGARO,AZANGARO,PUNO,ESTADIO CESAR R. CARRERA HERCILLA,INSTALACION DEPORTIVA DE COMPETENCIA,ESTADIO DE FUTBOL,ESTADIO DE FUTBOL,CAMPO DEPORTIVO DE FUTBOL,FUTBOL,SI,,"-70,20383777","-14,91308543",NO,SI,NO,SI,NO,NO,NO,,INADECUADO,EL CAMPO DE JUEGO SE ENCUENTRA EN ESTADO REGULAR.,LOS ESPACIOS COMPLEMENTARIOS SE ENCUENTRAN EN ESTADO REGULAR.,"EL PREDIO ACTUALMENTE SE ENCUENTRA BAJO LA ADMINISTRACION DE LA MUNICIPALIDAD PROVINCIAL DE AZANGARO, DE ACUERDO A LA INFORMACION SOLICITADA A DIVERSAS UNIDADES DEL IPD AL PARECER NO EXISTE  NINGUN CONVENIO U OTRO, EN REITERADAS OPORTUNIDADES SE SOLICITO A LA MUNICIPALIDAD PROVINCIAL DE AZANGARO PUEDAN FORMALIZAR LA ENTREGA SOLICITANDO LA INTENCION DE SUSCRIBIR UN CONVENIO.",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO CESAR RAUL CARRERA HERCILLA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,JR. VILCAPAZA S/N A. CIRCUNVALACION S/N,"32014,29",PARTIDA ELECTRÓNICA,11009888,SI,NO TIENE,UCR,JR. VILCAPAZA S/N A. CIRCUNVALACION S/N,ESTADIO CESAR R. CARRERA HERCILLA,ESTADIO,"32014,29",ESTADO-IPD,MUNICIPALIDAD DISTRITAL DE AZANGARO,11009888,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL (TIERRA),REGULAR,,SIN ITSE,NO,MNTO,AV. VILCAPAZA A ESPALDAS  DEL C.E.P  73001 Y PEDAGOGICO.,ESTADIO CESAR R. CARRERA HERCILLA,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
220801,RIOJA,RIOJA,SAN MARTIN,TERRENO IPD RIOJA,Cargando...,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,CAMPO MENOR MULTIDEPORTIVO,"FULBITO, VOLEIBOL, BASQUETBOL",NO,,"-77,16452813","-6,075772165",,,,,,,,,,,,EJECUCION POR EL GOBIERNO REGIONAL. ADMINISTRADO POR LA MUNICIPALIDAD PROVINCIAL DE RIOJA,,,,,,,,,,,,,UCR,CALLE CONTAMANA,TERRENO IPD RIOJA,TERRENO,50000,IPD,IPD,2003461,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061111,SAN SILVESTRE DE COCHAN,SAN MIGUEL,CAJAMARCA,TERRENO CAMPO DEPORTVO MONTEGRANDE,Cargando...,OTROS,NO DEFINIDO,NO TIENE,,NO,,"-78,76599","-6,96059",,,,,,,,,,,,"TRANSFERIDO A LA MUNICIPALIDAD
 PROVINCIAL   DE SAN MIGUEL (RESOLUCION Nº 115-2010/PCM).",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO MONTEGRANDE,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"CAMINO A SANTA AURELIA, COMITE DE PROGRESO Y DESARROLLO INTEGRAL",3900,PARTIDA ELECTRÓNICA,11074883,SI,NO TIENE,UCR,COMITE DE PROGRESO Y DESARROLLO INTEGRAL,TERRENO CAMPO DEPORTIVO MONTEGRANDE,TERRENO,3900,IPD,IPD,11074883,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
080108,WANCHAQ,CUSCO,CUSCO,ESTADIO INCA GARCILAZO DE LA VEGA,Cargando...,ESTADIO DE FUTBOL,ESTADIO DE FUTBOL,"CAMPO DE FUTBOL, OFICINAS ADMINISTRATIVAS, AMBIENTES O SALAS DEPORTIVAS, ESTACIONAMIENTO",FUTBOL,SI,,"-71,96643767","-13,52521145",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,"LA INFRAESTRUCTURA DEPORTIVA AUN NO TIENE CONVENIO VIGENTE CON EL GORE CUSCO Y EL IPD, ACTUALMENTE SE VIENEN REALIZANDO TRATAMIENTOS PARA LA AFECTACION EN USO","CUENTA CON TRIBUNAS, SSHH, CERCOS, LUZ , AGUA Y OTROS",PROCESO DE CONVENIO DE CESION DE USO CON EL GOBIERNO REGIONAL DE CUSCO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO INCA GARCILAZO DE LA VEGA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,"AV. MANCO CAPAC, 9 DE OCTUBRE, 24 DE JUNIO Y JIRON RAMON CASTILLA","36180,56",PARTIDA ELECTRÓNICA,11068992,SI,NO TIENE,UCR,URB. WANCHAC,ESTADIO INCA GARCILASO DE LA VEGA,ESTADIO,"36180,56",ESTADO-IPD,GORE CUSCO,11068992,SI,"CONVENIO N° 007-2002 - OBRA / AFECTACION EN USO
/
001-2004 - CESION EN USO
/
002-2004 - TRANSFERENCIA DE PARTIDAS",CONVENIO ADM POR OTRAS INSTITUCIONES,"CONSEJO TRANSITORIO DE ADMINISTRACION REGIONAL CUSCO
2. ELECTRO SUR ESTE S.A.A.
/
GOBIERNO
REGIONAL DE CUSCO 
/
GOBIERNO
REGIONAL DE CUSCO",NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL,REGULAR,,SIN ITSE,NO ESPECIFICA,MNTO,"PSJE. AMERICA N° 222, URB. WANCHAC (INTERSECCION CALLE HUAYRURU PARA Y 24 DE JUNIO)",ESTADIO INCA GARCILASO DE LA VEGA,SI,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,"36180559999999900,00",CON ITSE,,,,FÚTBOL (GRASS NATURAL),"OPERATIVO, EN USO",,SOLICITUD EN AFECTACIÓN DE USO POR PARTE DEL CRD CUSCO. OBRA NUEVA FINALIZADA.,SI HAY DIAGNOSTICO,2025,NO HAY PROYECTO,,
230101,TACNA,TACNA,TACNA,ESTADIO PAILLARDELI,Cargando...,ESTADIO DE FUTBOL,ESTADIO DE FUTBOL,CAMPO DEPORTIVO DE FUTBOL,FUTBOL,SI,,"-70,23581719","-18,00150363",NO,SI,NO,NO,NO,NO,NO,,INADECUADO,"CAMBIO DE GRASS SINTETICO, YA CUMPLIO SU CLICLO DE USO.","MANTENIMIENTO GENERAL DE INSTALACIONES SANITARIAS Y ELECTRICAS, PINTADO DE ESTRUCTURAS METALICAS POR OXIDO, INSTALACION DE TECHO DE POLICARBONATO, ACTUALMENTE TIENE MALLA RACHEL. PINTADO GENERAL INTERNO Y EXTERNO.",CAMPO DE FUTBOL DE GRASS SINTETICO. TECHO DE TRIBUNAS Y BANCA DE SUPLENTES EN MALAS CONDICIONES,CON ADMINISTRACION GRATUITA,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO PALLARDELI,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,Cargando...,12084,PARTIDA ELECTRÓNICA,5003482,SI,AFECTACION EN USO,UCR,AV. A.B. LEGUIA S/N,ESTADIO PALLARDELI,ESTADIO,12084,ESTADO-IPD,IPD,5003482,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL  (SINTETICO)                                      ●02  LOSA DEPORTIVA   MULTI-USO,REGULAR,,SIN ITSE,NO,MNTO,AV. LEGUIA S/N,ESTADIO PALLARDELI,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
